"Date","Chla_sqrt","Chla_ARlag1_sqrt","ShortWave_mean","mean_flow_lag1week"
2013-05-23,1.73528095707871,1.23268000713892,241.759540874583,0.0160159025616304
2013-05-30,1.31973482184869,1.73528095707871,319.717458724583,0.0196656945769741
2013-06-04,1.66766303550807,1.31973482184869,323.2667072575,0.0131619857274519
2013-06-13,1.62428445784598,1.66766303550807,256.9517553625,0.013281937065762
2013-06-20,1.54929016004104,1.62428445784598,283.539333505417,0.0218824913718019
2013-06-27,1.11968745639129,1.54929016004104,254.584375705833,0.0136732990922902
2013-07-03,2.21262287794373,1.11968745639129,185.628751110833,0.0127112243441406
2013-07-11,2.88916943082264,2.21262287794373,243.949708784583,0.0816473345356487
2013-07-18,2.21711524283245,2.88916943082264,272.598583383333,0.0747558500953102
2013-07-25,1.87379294480473,2.21711524283245,283.410878019167,0.0250351390066214
2013-08-01,1.77932571498307,1.87379294480473,249.102454660833,0.0170936830420883
2013-08-12,1.03691851174526,1.77932571498307,284.343541269292,0.0148626738978324
2013-08-12,1.03691851174526,1.62917156862008,284.343541269292,0.0139445474240279
2013-08-18,1.24921308550623,1.03691851174526,90.912541621375,0.0139445474240279
2013-08-23,1.4303379555196,1.24921308550623,165.465293727083,0.019876396639082
2013-08-28,1.59097454410811,1.4303379555196,142.563081065,0.0101779850331711
2013-09-06,1.5738381959401,1.59097454410811,204.592458989625,0.00949447180293456
2013-09-13,1.55651319718144,1.5738381959401,236.597081820833,0.00622312402143811
2013-09-18,1.53899317737279,1.55651319718144,174.008082070417,0.0211107228021231
2013-09-25,1.81027622201696,1.53899317737279,162.926374555417,0.0197627379087984
2013-10-04,2.02443407721763,1.81027622201696,173.269041379167,0.0199446608690428
2013-10-11,2.21800961832901,2.02443407721763,88.0824995045833,0.0179059326728252
2013-10-16,2.39599666109951,2.21800961832901,142.5655037575,0.019571843381382
2013-10-23,2.29017466582791,2.39599666109951,106.761916644167,0.0173979368802731
2013-10-30,2.41741597578902,2.29017466582791,73.571625035,0.0179711984780757
2014-05-06,1.13379892397197,2.41741597578902,252.896497607958,0.0165826301949148
2014-05-08,0.906256034462668,1.13379892397197,319.130625688333,0.0943125068448838
2014-05-14,1.06334378260279,0.906256034462668,270.103998657083,0.0963211472178552
2014-05-26,1.37568164921976,1.06334378260279,325.880960304167,0.0941190859508727
2014-06-02,1.96374641947478,1.37568164921976,323.903457642083,0.0954304705627502
2014-06-04,1.33319165913983,1.96374641947478,267.8511230175,0.0994863108708914
2014-06-12,1.53254689977175,1.33319165913983,198.843460400417,0.102569440102488
2014-06-19,1.22625445972685,1.53254689977175,286.98841556375,0.100151593014602
2014-06-29,1.42523682242636,1.22625445972685,166.35041499125,0.0966575855743609
2014-07-02,0.9998999949995,1.42523682242636,310.57933790875,0.0965437736993898
2014-07-14,1.10363037290571,0.9998999949995,279.905372621667,0.0976899377509092
2014-07-21,1.70880074906351,1.10363037290571,236.856663552083,0.0959833015022117
2014-07-28,1.38285935655077,1.70880074906351,322.18203893875,0.0938932357852772
2014-08-02,1.80477145367495,1.38285935655077,167.610414899583,0.0876440651887801
2014-08-11,1.98285148208332,1.80477145367495,145.00470852375,0.0882326991159491
2014-08-18,1.9352519215854,1.98285148208332,138.519083806375,0.0993047519999292
2014-08-25,1.86212244495361,1.9352519215854,301.963165129167,0.091525806299636
2014-08-30,1.68954135788385,1.86212244495361,250.169414084583,0.0918937808754357
2014-09-08,2.04878012485479,1.68954135788385,104.772332780417,0.0503805377652543
2014-09-15,2.16917034831292,2.04878012485479,226.113334022083,0.0458634708314704
2014-09-22,1.73072239252862,2.16917034831292,240.335876625833,0.0415554157020126
2014-09-29,2.54845050962345,1.73072239252862,130.337834239125,0.0284912771498036
2014-10-04,2.26402296808138,2.54845050962345,196.920751892083,0.0237231089974947
2014-10-10,3.03450160652454,2.26402296808138,131.160998980833,0.0229127835266602
2014-10-15,3.64562751800016,3.03450160652454,137.9584585825,0.0247277746955109
2014-10-23,3.01220849212003,3.64562751800016,180.820038792917,0.0540536618122633
2014-10-30,3.27865826215542,3.01220849212003,170.475711342083,0.0269925834834281
2015-05-05,0.886340792246413,3.27865826215542,309.247709573667,0.00586089470378328
2015-05-07,1.62917156862008,0.886340792246413,290.262040969167,0.0793713170318312
2015-05-18,1.03691851174526,1.77932571498307,246.210750421667,0.0724430588985965
2015-05-18,1.03691851174526,1.62917156862008,246.210750421667,0.0505759818408548
2015-05-25,1.19841562072597,1.03691851174526,328.627624753333,0.0505759818408548
2015-05-28,0.761117599323521,1.19841562072597,295.8560408725,0.0387801435365657
2015-06-08,1.47315986912487,0.761117599323521,307.14816761375,0.035355644655063
2015-06-11,0.723671196055225,1.47315986912487,317.29742018375,0.0604514128532949
2015-06-19,1.23430142185772,0.723671196055225,240.466417309583,0.0562733752392978
2015-06-25,1.60340263190504,1.23430142185772,317.634623688333,0.0519985358736661
2015-07-06,1.67361883354604,1.60340263190504,163.561124643333,0.0292065250770401
2015-07-13,1.85143187830392,1.67361883354604,235.817502335,0.0450028877222503
2015-07-20,1.95565845688863,1.85143187830392,304.909207974583,0.0733470650836086
2015-07-27,1.4528248345895,1.95565845688863,233.7368740175,0.0384393815491728
2015-08-03,1.65093912667912,1.4528248345895,328.630580579167,0.0206104876115763
2015-08-08,2.58789489740213,1.65093912667912,265.925830723333,0.0163686299524753
2015-08-15,2.69599703263932,2.58789489740213,295.790915806375,0.0129245922176786
2015-08-22,2.79992857051747,2.69599703263932,269.799626506667,0.0191952170274786
2015-08-31,2.90013792775447,2.79992857051747,174.256792425333,0.0129347070727672
2015-09-04,1.08788786186812,2.90013792775447,210.618123434417,0.00963021298010886
2015-09-14,2.47097146887616,1.08788786186812,258.4996687475,0.0138614433157938
2015-09-21,2.61711673411791,2.47097146887616,110.571249325833,0.00730477828984668
2015-09-28,2.85091213473864,2.61711673411791,124.582457113625,0.0170496585076351
2015-10-02,1.919505144562,2.85091213473864,59.4131250425,0.0666404865134865
2015-10-12,1.22126983095465,1.919505144562,200.820750231667,0.0867986522809385
2015-10-19,0.821157719320716,1.22126983095465,192.169166563333,0.0758408041214781
2015-10-23,1.10276924150069,0.821157719320716,176.994416869167,0.0777279827708578
2015-10-30,1.34225556433937,1.10276924150069,169.684498632917,0.0528813282967034
2016-05-12,1.30061523903113,1.34225556433937,268.179542545417,0.0767961709509018
2016-05-16,0.880965379569481,1.30061523903113,286.80391288,0.085739735865699
2016-05-26,0.989898984745413,0.880965379569481,250.920168802917,0.077838367694619
2016-05-30,1.53714020180334,0.989898984745413,254.161919279167,0.079717851962685
2016-06-08,1.61901204442709,1.53714020180334,335.96453762,0.0777985144013953
2016-06-13,1.26321019628564,1.61901204442709,337.2503329875,0.0475332042434239
2016-06-20,1.28339393796293,1.26321019628564,327.631748047917,0.0376381013561509
2016-06-27,1.99316331493433,1.28339393796293,257.241456826667,0.0471249191788537
2016-07-07,1.91911437908218,1.99316331493433,244.989416911667,0.0588118722118933
2016-07-14,1.39240798618796,1.91911437908218,299.051458040833,0.0514782110228858
2016-07-21,1.02523168113359,1.39240798618796,323.508124197917,0.049123883010353
2016-07-28,1.57200508905029,1.02523168113359,278.48316788125,0.0294718849435903
2016-08-01,1.10222502239788,1.57200508905029,315.970999479167,0.0338073763473779
2016-08-11,1.3385439850823,1.10222502239788,300.168332454583,0.0391017090079595
2016-08-18,1.65879474317952,1.3385439850823,262.484581308292,0.0403609650560129
2016-08-23,2.04558060217631,1.65879474317952,277.48596071625,0.0278299824475904
2016-08-26,2.10532657799212,2.04558060217631,291.586292190833,0.0202594106874681
2016-09-06,1.74238342508186,2.10532657799212,261.327878464,0.0188374681018877
2016-09-09,1.65677397372122,1.74238342508186,244.186875347083,0.0116145639113867
2016-09-22,2.41109933432864,1.65677397372122,178.261125092083,0.00927052967880495
2016-09-27,2.06547815287405,2.41109933432864,211.7448756325,0.0232695189533891
2016-09-30,2.19162040508844,2.06547815287405,136.128955583917,0.0305796107284162
2016-10-11,1.64605589212517,2.19162040508844,201.243541080833,0.137902409464855
2016-10-14,1.499699969994,1.64605589212517,184.0643323275,0.0816145345081562
2016-10-27,1.43260252687199,1.499699969994,108.72470728125,0.0777680628502791
2016-10-31,1.39784655810286,1.43260252687199,160.927333677083,0.0728151092335637
